"event","time","node","dest","n","proportion","select","shift"
"exit",1391,9,0,1,0,4,0
"exit",1391,11,0,1,0,4,0
"exit",1391,16,0,1,0,4,0
"exit",1391,18,0,1,0,4,0
"exit",1391,50,0,1,0,4,0
"exit",1391,62,0,1,0,4,0
"exit",1391,71,0,1,0,4,0
"exit",1391,76,0,1,0,4,0
"exit",1391,89,0,1,0,4,0
"exit",1391,99,0,1,0,4,0
"exit",1391,101,0,1,0,4,0
"exit",1391,109,0,1,0,4,0
"exit",1391,117,0,1,0,4,0
"exit",1391,128,0,1,0,4,0
"exit",1391,140,0,1,0,4,0
"exit",1391,141,0,1,0,4,0
"exit",1391,149,0,1,0,4,0
"exit",1391,163,0,1,0,4,0
"exit",1391,181,0,1,0,4,0
"exit",1391,186,0,1,0,4,0
"exit",1391,188,0,1,0,4,0
"exit",1391,205,0,1,0,4,0
"exit",1391,208,0,1,0,4,0
"exit",1391,212,0,1,0,4,0
"exit",1391,231,0,1,0,4,0
"exit",1391,250,0,1,0,4,0
"exit",1391,251,0,1,0,4,0
"exit",1391,251,0,1,0,4,0
"exit",1391,291,0,1,0,4,0
"exit",1391,299,0,1,0,4,0
"exit",1391,300,0,1,0,4,0
"exit",1391,301,0,1,0,4,0
"exit",1391,315,0,1,0,4,0
"exit",1391,324,0,1,0,4,0
"exit",1391,331,0,1,0,4,0
"exit",1391,336,0,1,0,4,0
"exit",1391,342,0,1,0,4,0
"exit",1391,351,0,1,0,4,0
"exit",1391,351,0,1,0,4,0
"exit",1391,362,0,1,0,4,0
"exit",1391,389,0,1,0,4,0
"exit",1391,396,0,1,0,4,0
"exit",1391,400,0,1,0,4,0
"exit",1391,402,0,1,0,4,0
"exit",1391,411,0,1,0,4,0
"exit",1391,412,0,1,0,4,0
"exit",1391,424,0,1,0,4,0
"exit",1391,435,0,1,0,4,0
"exit",1391,447,0,1,0,4,0
"exit",1391,459,0,1,0,4,0
"exit",1391,485,0,1,0,4,0
"exit",1391,496,0,1,0,4,0
"exit",1391,504,0,1,0,4,0
"exit",1391,527,0,1,0,4,0
"exit",1391,547,0,1,0,4,0
"exit",1391,561,0,1,0,4,0
"exit",1391,561,0,1,0,4,0
"exit",1391,568,0,1,0,4,0
"exit",1391,577,0,1,0,4,0
"exit",1391,581,0,1,0,4,0
"exit",1391,581,0,1,0,4,0
"exit",1391,588,0,1,0,4,0
"exit",1391,591,0,1,0,4,0
"exit",1391,595,0,1,0,4,0
"exit",1391,620,0,1,0,4,0
"exit",1391,633,0,1,0,4,0
"exit",1391,634,0,1,0,4,0
"exit",1391,635,0,1,0,4,0
"exit",1391,635,0,1,0,4,0
"exit",1391,640,0,1,0,4,0
"exit",1391,649,0,1,0,4,0
"exit",1391,660,0,1,0,4,0
"exit",1391,661,0,1,0,4,0
"exit",1391,666,0,1,0,4,0
"exit",1391,677,0,1,0,4,0
"exit",1391,677,0,1,0,4,0
"exit",1391,682,0,1,0,4,0
"exit",1391,715,0,1,0,4,0
"exit",1391,735,0,1,0,4,0
"exit",1391,746,0,1,0,4,0
"exit",1391,757,0,1,0,4,0
"exit",1391,760,0,1,0,4,0
"exit",1391,770,0,1,0,4,0
"exit",1391,782,0,1,0,4,0
"exit",1391,783,0,1,0,4,0
"exit",1391,801,0,1,0,4,0
"exit",1391,832,0,1,0,4,0
"exit",1391,843,0,1,0,4,0
"exit",1391,867,0,1,0,4,0
"exit",1391,873,0,1,0,4,0
"exit",1391,878,0,1,0,4,0
"exit",1391,889,0,1,0,4,0
"exit",1391,892,0,1,0,4,0
"exit",1391,894,0,1,0,4,0
"exit",1391,905,0,1,0,4,0
"exit",1391,909,0,1,0,4,0
"exit",1391,910,0,1,0,4,0
"exit",1391,911,0,1,0,4,0
"exit",1391,917,0,1,0,4,0
"exit",1391,924,0,1,0,4,0
"exit",1391,944,0,1,0,4,0
"exit",1391,947,0,1,0,4,0
"exit",1391,958,0,1,0,4,0
"exit",1391,958,0,1,0,4,0
"exit",1391,962,0,1,0,4,0
"exit",1391,968,0,1,0,4,0
"exit",1391,975,0,1,0,4,0
"exit",1391,981,0,1,0,4,0
"exit",1391,993,0,1,0,4,0
"exit",1391,999,0,1,0,4,0
"exit",1391,1002,0,1,0,4,0
"exit",1391,1004,0,1,0,4,0
"exit",1391,1029,0,1,0,4,0
"exit",1391,1030,0,1,0,4,0
"exit",1391,1042,0,1,0,4,0
"exit",1391,1057,0,1,0,4,0
"exit",1391,1061,0,1,0,4,0
"exit",1391,1063,0,1,0,4,0
"exit",1391,1066,0,1,0,4,0
"exit",1391,1078,0,1,0,4,0
"exit",1391,1085,0,1,0,4,0
"exit",1391,1094,0,1,0,4,0
"exit",1391,1094,0,1,0,4,0
"exit",1391,1098,0,1,0,4,0
"exit",1391,1106,0,1,0,4,0
"exit",1391,1107,0,1,0,4,0
"exit",1391,1111,0,1,0,4,0
"exit",1391,1126,0,1,0,4,0
"exit",1391,1152,0,1,0,4,0
"exit",1391,1166,0,1,0,4,0
"exit",1391,1172,0,1,0,4,0
"exit",1391,1174,0,1,0,4,0
"exit",1391,1180,0,1,0,4,0
"exit",1391,1184,0,1,0,4,0
"exit",1391,1209,0,1,0,4,0
"exit",1391,1239,0,1,0,4,0
"exit",1391,1245,0,1,0,4,0
"exit",1391,1259,0,1,0,4,0
"exit",1391,1261,0,1,0,4,0
"exit",1391,1269,0,1,0,4,0
"exit",1391,1285,0,1,0,4,0
"exit",1391,1301,0,1,0,4,0
"exit",1391,1317,0,1,0,4,0
"exit",1391,1321,0,1,0,4,0
"exit",1391,1326,0,1,0,4,0
"exit",1391,1332,0,1,0,4,0
"exit",1391,1333,0,1,0,4,0
"exit",1391,1339,0,1,0,4,0
"exit",1391,1342,0,1,0,4,0
"exit",1391,1343,0,1,0,4,0
"exit",1391,1348,0,1,0,4,0
"exit",1391,1348,0,1,0,4,0
"exit",1391,1354,0,1,0,4,0
"exit",1391,1377,0,1,0,4,0
"exit",1391,1394,0,1,0,4,0
"exit",1391,1424,0,1,0,4,0
"exit",1391,1431,0,1,0,4,0
"exit",1391,1447,0,1,0,4,0
"exit",1391,1449,0,1,0,4,0
"exit",1391,1462,0,1,0,4,0
"exit",1391,1467,0,1,0,4,0
"exit",1391,1480,0,1,0,4,0
"exit",1391,1483,0,1,0,4,0
"exit",1391,1492,0,1,0,4,0
"exit",1391,1501,0,1,0,4,0
"exit",1391,1501,0,1,0,4,0
"exit",1391,1502,0,1,0,4,0
"exit",1391,1503,0,1,0,4,0
"exit",1391,1511,0,1,0,4,0
"exit",1391,1529,0,1,0,4,0
"exit",1391,1532,0,1,0,4,0
"exit",1391,1534,0,1,0,4,0
"exit",1391,1541,0,1,0,4,0
"exit",1391,1546,0,1,0,4,0
"exit",1391,1553,0,1,0,4,0
"exit",1391,1563,0,1,0,4,0
"exit",1391,1580,0,1,0,4,0
"exit",1391,1584,0,1,0,4,0
"exit",1391,1585,0,1,0,4,0
"enter",1391,2,0,1,0,1,0
"enter",1391,4,0,1,0,1,0
"enter",1391,24,0,1,0,1,0
"enter",1391,26,0,1,0,1,0
"enter",1391,59,0,1,0,1,0
"enter",1391,78,0,1,0,1,0
"enter",1391,103,0,1,0,1,0
"enter",1391,154,0,1,0,1,0
"enter",1391,154,0,1,0,1,0
"enter",1391,162,0,1,0,1,0
"enter",1391,185,0,1,0,1,0
"enter",1391,201,0,1,0,1,0
"enter",1391,224,0,1,0,1,0
"enter",1391,265,0,1,0,1,0
"enter",1391,281,0,1,0,1,0
"enter",1391,285,0,1,0,1,0
"enter",1391,307,0,1,0,1,0
"enter",1391,314,0,1,0,1,0
"enter",1391,348,0,1,0,1,0
"enter",1391,358,0,1,0,1,0
"enter",1391,361,0,1,0,1,0
"enter",1391,364,0,1,0,1,0
"enter",1391,371,0,1,0,1,0
"enter",1391,375,0,1,0,1,0
"enter",1391,393,0,1,0,1,0
"enter",1391,433,0,1,0,1,0
"enter",1391,459,0,1,0,1,0
"enter",1391,476,0,1,0,1,0
"enter",1391,490,0,1,0,1,0
"enter",1391,496,0,1,0,1,0
"enter",1391,498,0,1,0,1,0
"enter",1391,520,0,1,0,1,0
"enter",1391,529,0,1,0,1,0
"enter",1391,578,0,1,0,1,0
"enter",1391,581,0,1,0,1,0
"enter",1391,584,0,1,0,1,0
"enter",1391,609,0,1,0,1,0
"enter",1391,636,0,1,0,1,0
"enter",1391,647,0,1,0,1,0
"enter",1391,658,0,1,0,1,0
"enter",1391,675,0,1,0,1,0
"enter",1391,680,0,1,0,1,0
"enter",1391,686,0,1,0,1,0
"enter",1391,697,0,1,0,1,0
"enter",1391,698,0,1,0,1,0
"enter",1391,712,0,1,0,1,0
"enter",1391,717,0,1,0,1,0
"enter",1391,720,0,1,0,1,0
"enter",1391,721,0,1,0,1,0
"enter",1391,756,0,1,0,1,0
"enter",1391,763,0,1,0,1,0
"enter",1391,819,0,1,0,1,0
"enter",1391,828,0,1,0,1,0
"enter",1391,867,0,1,0,1,0
"enter",1391,872,0,1,0,1,0
"enter",1391,939,0,1,0,1,0
"enter",1391,944,0,1,0,1,0
"enter",1391,947,0,1,0,1,0
"enter",1391,963,0,1,0,1,0
"enter",1391,965,0,1,0,1,0
"enter",1391,967,0,1,0,1,0
"enter",1391,988,0,1,0,1,0
"enter",1391,1039,0,1,0,1,0
"enter",1391,1062,0,1,0,1,0
"enter",1391,1062,0,1,0,1,0
"enter",1391,1073,0,1,0,1,0
"enter",1391,1076,0,1,0,1,0
"enter",1391,1139,0,1,0,1,0
"enter",1391,1175,0,1,0,1,0
"enter",1391,1194,0,1,0,1,0
"enter",1391,1222,0,1,0,1,0
"enter",1391,1235,0,1,0,1,0
"enter",1391,1245,0,1,0,1,0
"enter",1391,1267,0,1,0,1,0
"enter",1391,1267,0,1,0,1,0
"enter",1391,1284,0,1,0,1,0
"enter",1391,1284,0,1,0,1,0
"enter",1391,1286,0,1,0,1,0
"enter",1391,1304,0,1,0,1,0
"enter",1391,1313,0,1,0,1,0
"enter",1391,1343,0,1,0,1,0
"enter",1391,1347,0,1,0,1,0
"enter",1391,1355,0,1,0,1,0
"enter",1391,1363,0,1,0,1,0
"enter",1391,1370,0,1,0,1,0
"enter",1391,1385,0,1,0,1,0
"enter",1391,1398,0,1,0,1,0
"enter",1391,1410,0,1,0,1,0
"enter",1391,1418,0,1,0,1,0
"enter",1391,1451,0,1,0,1,0
"enter",1391,1464,0,1,0,1,0
"enter",1391,1481,0,1,0,1,0
"enter",1391,1492,0,1,0,1,0
"enter",1391,1508,0,1,0,1,0
"enter",1391,1541,0,1,0,1,0
"enter",1391,1544,0,1,0,1,0
"extTrans",1391,1,1588,1,0,4,0
"extTrans",1391,5,1294,1,0,4,0
"extTrans",1391,15,1125,1,0,4,0
"extTrans",1391,24,1028,1,0,4,0
"extTrans",1391,32,1064,1,0,4,0
"extTrans",1391,38,1445,1,0,4,0
"extTrans",1391,51,267,1,0,4,0
"extTrans",1391,63,1265,1,0,4,0
"extTrans",1391,66,168,1,0,4,0
"extTrans",1391,78,661,1,0,4,0
"extTrans",1391,82,883,1,0,4,0
"extTrans",1391,84,569,1,0,4,0
"extTrans",1391,95,343,1,0,4,0
"extTrans",1391,101,1589,1,0,4,0
"extTrans",1391,113,126,1,0,4,0
"extTrans",1391,125,416,1,0,4,0
"extTrans",1391,144,1236,1,0,4,0
"extTrans",1391,146,857,1,0,4,0
"extTrans",1391,173,462,1,0,4,0
"extTrans",1391,180,156,1,0,4,0
"extTrans",1391,180,858,1,0,4,0
"extTrans",1391,185,101,1,0,4,0
"extTrans",1391,185,1546,1,0,4,0
"extTrans",1391,190,1227,1,0,4,0
"extTrans",1391,196,1586,1,0,4,0
"extTrans",1391,201,452,1,0,4,0
"extTrans",1391,205,351,1,0,4,0
"extTrans",1391,212,435,1,0,4,0
"extTrans",1391,233,212,1,0,4,0
"extTrans",1391,235,1318,1,0,4,0
"extTrans",1391,246,3,1,0,4,0
"extTrans",1391,255,11,1,0,4,0
"extTrans",1391,257,230,1,0,4,0
"extTrans",1391,258,148,1,0,4,0
"extTrans",1391,264,992,1,0,4,0
"extTrans",1391,279,857,1,0,4,0
"extTrans",1391,288,1233,1,0,4,0
"extTrans",1391,293,40,1,0,4,0
"extTrans",1391,305,1031,1,0,4,0
"extTrans",1391,325,857,1,0,4,0
"extTrans",1391,360,1378,1,0,4,0
"extTrans",1391,362,1496,1,0,4,0
"extTrans",1391,372,534,1,0,4,0
"extTrans",1391,384,1344,1,0,4,0
"extTrans",1391,415,183,1,0,4,0
"extTrans",1391,426,735,1,0,4,0
"extTrans",1391,442,945,1,0,4,0
"extTrans",1391,448,1465,1,0,4,0
"extTrans",1391,455,481,1,0,4,0
"extTrans",1391,455,843,1,0,4,0
"extTrans",1391,462,1415,1,0,4,0
"extTrans",1391,467,624,1,0,4,0
"extTrans",1391,475,1096,1,0,4,0
"extTrans",1391,484,313,1,0,4,0
"extTrans",1391,485,1285,1,0,4,0
"extTrans",1391,501,1093,1,0,4,0
"extTrans",1391,526,55,1,0,4,0
"extTrans",1391,542,689,1,0,4,0
"extTrans",1391,561,1558,1,0,4,0
"extTrans",1391,565,263,1,0,4,0
"extTrans",1391,568,732,1,0,4,0
"extTrans",1391,588,51,1,0,4,0
"extTrans",1391,597,1515,1,0,4,0
"extTrans",1391,600,548,1,0,4,0
"extTrans",1391,638,900,1,0,4,0
"extTrans",1391,641,453,1,0,4,0
"extTrans",1391,658,284,1,0,4,0
"extTrans",1391,716,290,1,0,4,0
"extTrans",1391,722,541,1,0,4,0
"extTrans",1391,724,1580,1,0,4,0
"extTrans",1391,730,441,1,0,4,0
"extTrans",1391,731,1297,1,0,4,0
"extTrans",1391,757,478,1,0,4,0
"extTrans",1391,772,1375,1,0,4,0
"extTrans",1391,781,11,1,0,4,0
"extTrans",1391,790,52,1,0,4,0
"extTrans",1391,823,1069,1,0,4,0
"extTrans",1391,846,778,1,0,4,0
"extTrans",1391,856,247,1,0,4,0
"extTrans",1391,879,626,1,0,4,0
"extTrans",1391,898,1487,1,0,4,0
"extTrans",1391,902,1436,1,0,4,0
"extTrans",1391,906,1165,1,0,4,0
"extTrans",1391,909,112,1,0,4,0
"extTrans",1391,920,1455,1,0,4,0
"extTrans",1391,982,206,1,0,4,0
"extTrans",1391,989,1574,1,0,4,0
"extTrans",1391,990,1309,1,0,4,0
"extTrans",1391,997,567,1,0,4,0
"extTrans",1391,1005,287,1,0,4,0
"extTrans",1391,1018,1075,1,0,4,0
"extTrans",1391,1027,1525,1,0,4,0
"extTrans",1391,1037,1553,1,0,4,0
"extTrans",1391,1057,858,1,0,4,0
"extTrans",1391,1058,985,1,0,4,0
"extTrans",1391,1065,1079,1,0,4,0
"extTrans",1391,1070,1217,1,0,4,0
"extTrans",1391,1074,181,1,0,4,0
"extTrans",1391,1078,1012,1,0,4,0
"extTrans",1391,1087,522,1,0,4,0
"extTrans",1391,1106,1221,1,0,4,0
"extTrans",1391,1108,984,1,0,4,0
"extTrans",1391,1114,1558,1,0,4,0
"extTrans",1391,1123,395,1,0,4,0
"extTrans",1391,1152,952,1,0,4,0
"extTrans",1391,1159,1337,1,0,4,0
"extTrans",1391,1165,199,1,0,4,0
"extTrans",1391,1180,1400,1,0,4,0
"extTrans",1391,1190,277,1,0,4,0
"extTrans",1391,1209,568,1,0,4,0
"extTrans",1391,1211,1539,1,0,4,0
"extTrans",1391,1213,375,1,0,4,0
"extTrans",1391,1218,1174,1,0,4,0
"extTrans",1391,1225,1341,1,0,4,0
"extTrans",1391,1234,1348,1,0,4,0
"extTrans",1391,1256,550,1,0,4,0
"extTrans",1391,1259,1126,1,0,4,0
"extTrans",1391,1265,887,1,0,4,0
"extTrans",1391,1267,622,1,0,4,0
"extTrans",1391,1271,185,1,0,4,0
"extTrans",1391,1283,536,1,0,4,0
"extTrans",1391,1291,693,1,0,4,0
"extTrans",1391,1294,560,1,0,4,0
"extTrans",1391,1301,692,1,0,4,0
"extTrans",1391,1301,1271,1,0,4,0
"extTrans",1391,1307,1430,1,0,4,0
"extTrans",1391,1309,1032,1,0,4,0
"extTrans",1391,1310,1049,1,0,4,0
"extTrans",1391,1321,1048,1,0,4,0
"extTrans",1391,1330,604,1,0,4,0
"extTrans",1391,1332,912,1,0,4,0
"extTrans",1391,1343,1588,1,0,4,0
"extTrans",1391,1348,287,1,0,4,0
"extTrans",1391,1350,512,1,0,4,0
"extTrans",1391,1354,1167,1,0,4,0
"extTrans",1391,1361,625,1,0,4,0
"extTrans",1391,1368,1060,1,0,4,0
"extTrans",1391,1395,19,1,0,4,0
"extTrans",1391,1403,1295,1,0,4,0
"extTrans",1391,1405,1075,1,0,4,0
"extTrans",1391,1412,806,1,0,4,0
"extTrans",1391,1416,1247,1,0,4,0
"extTrans",1391,1437,1047,1,0,4,0
"extTrans",1391,1455,161,1,0,4,0
"extTrans",1391,1462,916,1,0,4,0
"extTrans",1391,1469,276,1,0,4,0
"extTrans",1391,1479,1576,1,0,4,0
"extTrans",1391,1491,547,1,0,4,0
"extTrans",1391,1515,720,1,0,4,0
"extTrans",1391,1522,1014,1,0,4,0
"extTrans",1391,1537,13,1,0,4,0
"extTrans",1391,1537,820,1,0,4,0
"extTrans",1391,1544,835,1,0,4,0
"extTrans",1391,1550,59,1,0,4,0
"extTrans",1391,1550,452,1,0,4,0
"extTrans",1391,1553,762,1,0,4,0
"extTrans",1391,1559,1386,1,0,4,0
"extTrans",1391,1568,1235,1,0,4,0
"extTrans",1391,1582,719,1,0,4,0
"extTrans",1391,1586,799,1,0,4,0
