"event","time","node","dest","n","proportion","select","shift"
"exit",319,8,0,1,0,4,0
"exit",319,11,0,1,0,4,0
"exit",319,12,0,1,0,4,0
"exit",319,29,0,1,0,4,0
"exit",319,30,0,1,0,4,0
"exit",319,45,0,1,0,4,0
"exit",319,53,0,1,0,4,0
"exit",319,74,0,1,0,4,0
"exit",319,74,0,1,0,4,0
"exit",319,75,0,1,0,4,0
"exit",319,76,0,1,0,4,0
"exit",319,88,0,1,0,4,0
"exit",319,108,0,1,0,4,0
"exit",319,121,0,1,0,4,0
"exit",319,143,0,1,0,4,0
"exit",319,144,0,1,0,4,0
"exit",319,150,0,1,0,4,0
"exit",319,156,0,1,0,4,0
"exit",319,162,0,1,0,4,0
"exit",319,172,0,1,0,4,0
"exit",319,184,0,1,0,4,0
"exit",319,188,0,1,0,4,0
"exit",319,192,0,1,0,4,0
"exit",319,197,0,1,0,4,0
"exit",319,200,0,1,0,4,0
"exit",319,204,0,1,0,4,0
"exit",319,210,0,1,0,4,0
"exit",319,225,0,1,0,4,0
"exit",319,237,0,1,0,4,0
"exit",319,249,0,1,0,4,0
"exit",319,256,0,1,0,4,0
"exit",319,260,0,1,0,4,0
"exit",319,276,0,1,0,4,0
"exit",319,280,0,1,0,4,0
"exit",319,295,0,1,0,4,0
"exit",319,317,0,1,0,4,0
"exit",319,331,0,1,0,4,0
"exit",319,357,0,1,0,4,0
"exit",319,372,0,1,0,4,0
"exit",319,410,0,1,0,4,0
"exit",319,414,0,1,0,4,0
"exit",319,416,0,1,0,4,0
"exit",319,428,0,1,0,4,0
"exit",319,431,0,1,0,4,0
"exit",319,437,0,1,0,4,0
"exit",319,448,0,1,0,4,0
"exit",319,455,0,1,0,4,0
"exit",319,455,0,1,0,4,0
"exit",319,456,0,1,0,4,0
"exit",319,460,0,1,0,4,0
"exit",319,461,0,1,0,4,0
"exit",319,471,0,1,0,4,0
"exit",319,473,0,1,0,4,0
"exit",319,476,0,1,0,4,0
"exit",319,478,0,1,0,4,0
"exit",319,478,0,1,0,4,0
"exit",319,489,0,1,0,4,0
"exit",319,511,0,1,0,4,0
"exit",319,542,0,1,0,4,0
"exit",319,542,0,1,0,4,0
"exit",319,544,0,1,0,4,0
"exit",319,547,0,1,0,4,0
"exit",319,560,0,1,0,4,0
"exit",319,566,0,1,0,4,0
"exit",319,575,0,1,0,4,0
"exit",319,584,0,1,0,4,0
"exit",319,585,0,1,0,4,0
"exit",319,589,0,1,0,4,0
"exit",319,598,0,1,0,4,0
"exit",319,600,0,1,0,4,0
"exit",319,612,0,1,0,4,0
"exit",319,615,0,1,0,4,0
"exit",319,616,0,1,0,4,0
"exit",319,621,0,1,0,4,0
"exit",319,628,0,1,0,4,0
"exit",319,631,0,1,0,4,0
"exit",319,647,0,1,0,4,0
"exit",319,664,0,1,0,4,0
"exit",319,667,0,1,0,4,0
"exit",319,672,0,1,0,4,0
"exit",319,696,0,1,0,4,0
"exit",319,715,0,1,0,4,0
"exit",319,722,0,1,0,4,0
"exit",319,725,0,1,0,4,0
"exit",319,730,0,1,0,4,0
"exit",319,736,0,1,0,4,0
"exit",319,751,0,1,0,4,0
"exit",319,757,0,1,0,4,0
"exit",319,772,0,1,0,4,0
"exit",319,793,0,1,0,4,0
"exit",319,793,0,1,0,4,0
"exit",319,794,0,1,0,4,0
"exit",319,797,0,1,0,4,0
"exit",319,813,0,1,0,4,0
"exit",319,831,0,1,0,4,0
"exit",319,833,0,1,0,4,0
"exit",319,844,0,1,0,4,0
"exit",319,849,0,1,0,4,0
"exit",319,851,0,1,0,4,0
"exit",319,851,0,1,0,4,0
"exit",319,866,0,1,0,4,0
"exit",319,873,0,1,0,4,0
"exit",319,875,0,1,0,4,0
"exit",319,885,0,1,0,4,0
"exit",319,886,0,1,0,4,0
"exit",319,887,0,1,0,4,0
"exit",319,897,0,1,0,4,0
"exit",319,936,0,1,0,4,0
"exit",319,937,0,1,0,4,0
