"event","time","node","dest","n","proportion","select","shift"
"exit",860,15,0,1,0,4,0
"exit",860,24,0,1,0,4,0
"exit",860,37,0,1,0,4,0
"exit",860,42,0,1,0,4,0
"exit",860,65,0,1,0,4,0
"exit",860,68,0,1,0,4,0
"exit",860,70,0,1,0,4,0
"exit",860,72,0,1,0,4,0
"exit",860,102,0,1,0,4,0
"exit",860,104,0,1,0,4,0
"exit",860,135,0,1,0,4,0
"exit",860,152,0,1,0,4,0
"exit",860,157,0,1,0,4,0
"exit",860,172,0,1,0,4,0
"exit",860,174,0,1,0,4,0
"exit",860,188,0,1,0,4,0
"exit",860,211,0,1,0,4,0
"exit",860,213,0,1,0,4,0
"exit",860,234,0,1,0,4,0
"exit",860,238,0,1,0,4,0
"exit",860,238,0,1,0,4,0
"exit",860,251,0,1,0,4,0
"exit",860,252,0,1,0,4,0
"exit",860,268,0,1,0,4,0
"exit",860,271,0,1,0,4,0
"exit",860,311,0,1,0,4,0
"exit",860,313,0,1,0,4,0
"exit",860,316,0,1,0,4,0
"exit",860,332,0,1,0,4,0
"exit",860,334,0,1,0,4,0
"exit",860,355,0,1,0,4,0
"exit",860,364,0,1,0,4,0
"exit",860,371,0,1,0,4,0
"exit",860,379,0,1,0,4,0
"exit",860,389,0,1,0,4,0
"exit",860,393,0,1,0,4,0
"exit",860,404,0,1,0,4,0
"exit",860,407,0,1,0,4,0
"exit",860,447,0,1,0,4,0
"exit",860,449,0,1,0,4,0
"exit",860,479,0,1,0,4,0
"exit",860,482,0,1,0,4,0
"exit",860,492,0,1,0,4,0
"exit",860,498,0,1,0,4,0
"exit",860,523,0,1,0,4,0
"exit",860,534,0,1,0,4,0
"exit",860,539,0,1,0,4,0
"exit",860,545,0,1,0,4,0
"exit",860,545,0,1,0,4,0
"exit",860,550,0,1,0,4,0
"exit",860,581,0,1,0,4,0
"exit",860,589,0,1,0,4,0
"exit",860,590,0,1,0,4,0
"exit",860,598,0,1,0,4,0
"exit",860,600,0,1,0,4,0
"exit",860,604,0,1,0,4,0
"exit",860,612,0,1,0,4,0
"exit",860,631,0,1,0,4,0
"exit",860,632,0,1,0,4,0
"exit",860,638,0,1,0,4,0
"exit",860,652,0,1,0,4,0
"exit",860,652,0,1,0,4,0
"exit",860,658,0,1,0,4,0
"exit",860,665,0,1,0,4,0
"exit",860,674,0,1,0,4,0
"exit",860,697,0,1,0,4,0
"exit",860,700,0,1,0,4,0
"exit",860,713,0,1,0,4,0
"exit",860,717,0,1,0,4,0
"exit",860,732,0,1,0,4,0
"exit",860,733,0,1,0,4,0
"exit",860,736,0,1,0,4,0
"exit",860,741,0,1,0,4,0
"exit",860,759,0,1,0,4,0
"exit",860,770,0,1,0,4,0
"exit",860,783,0,1,0,4,0
"exit",860,788,0,1,0,4,0
"exit",860,835,0,1,0,4,0
"exit",860,838,0,1,0,4,0
"exit",860,850,0,1,0,4,0
"exit",860,855,0,1,0,4,0
"exit",860,857,0,1,0,4,0
"exit",860,909,0,1,0,4,0
"exit",860,964,0,1,0,4,0
"exit",860,966,0,1,0,4,0
"exit",860,994,0,1,0,4,0
"exit",860,1018,0,1,0,4,0
"exit",860,1023,0,1,0,4,0
"exit",860,1028,0,1,0,4,0
"exit",860,1051,0,1,0,4,0
"exit",860,1056,0,1,0,4,0
"exit",860,1079,0,1,0,4,0
"exit",860,1083,0,1,0,4,0
"exit",860,1090,0,1,0,4,0
"exit",860,1090,0,1,0,4,0
"exit",860,1111,0,1,0,4,0
"exit",860,1116,0,1,0,4,0
"exit",860,1128,0,1,0,4,0
"exit",860,1138,0,1,0,4,0
"exit",860,1177,0,1,0,4,0
"exit",860,1178,0,1,0,4,0
"exit",860,1208,0,1,0,4,0
"exit",860,1241,0,1,0,4,0
"exit",860,1243,0,1,0,4,0
"exit",860,1251,0,1,0,4,0
"exit",860,1257,0,1,0,4,0
"exit",860,1263,0,1,0,4,0
"exit",860,1289,0,1,0,4,0
"exit",860,1296,0,1,0,4,0
"exit",860,1298,0,1,0,4,0
"exit",860,1305,0,1,0,4,0
"exit",860,1376,0,1,0,4,0
"exit",860,1387,0,1,0,4,0
"exit",860,1390,0,1,0,4,0
"exit",860,1452,0,1,0,4,0
"exit",860,1538,0,1,0,4,0
"exit",860,1569,0,1,0,4,0
"exit",860,1582,0,1,0,4,0
"exit",860,1586,0,1,0,4,0
"enter",860,14,0,1,0,1,0
"enter",860,27,0,1,0,1,0
"enter",860,40,0,1,0,1,0
"enter",860,41,0,1,0,1,0
"enter",860,47,0,1,0,1,0
"enter",860,49,0,1,0,1,0
"enter",860,49,0,1,0,1,0
"enter",860,52,0,1,0,1,0
"enter",860,76,0,1,0,1,0
"enter",860,76,0,1,0,1,0
"enter",860,121,0,1,0,1,0
"enter",860,122,0,1,0,1,0
"enter",860,129,0,1,0,1,0
