"event","time","node","dest","n","proportion","select","shift"
"exit",405,14,0,1,0,4,0
"exit",405,22,0,1,0,4,0
"exit",405,35,0,1,0,4,0
"exit",405,92,0,1,0,4,0
"exit",405,97,0,1,0,4,0
"exit",405,141,0,1,0,4,0
"exit",405,145,0,1,0,4,0
"exit",405,171,0,1,0,4,0
"exit",405,187,0,1,0,4,0
"exit",405,200,0,1,0,4,0
"exit",405,210,0,1,0,4,0
"exit",405,216,0,1,0,4,0
"exit",405,229,0,1,0,4,0
"exit",405,244,0,1,0,4,0
"exit",405,294,0,1,0,4,0
"exit",405,310,0,1,0,4,0
"exit",405,326,0,1,0,4,0
"exit",405,334,0,1,0,4,0
"exit",405,362,0,1,0,4,0
"exit",405,378,0,1,0,4,0
"exit",405,379,0,1,0,4,0
"exit",405,387,0,1,0,4,0
"exit",405,421,0,1,0,4,0
"exit",405,445,0,1,0,4,0
"exit",405,454,0,1,0,4,0
"exit",405,488,0,1,0,4,0
"exit",405,495,0,1,0,4,0
"exit",405,520,0,1,0,4,0
"exit",405,522,0,1,0,4,0
"exit",405,533,0,1,0,4,0
"exit",405,606,0,1,0,4,0
"exit",405,606,0,1,0,4,0
"exit",405,610,0,1,0,4,0
"exit",405,611,0,1,0,4,0
"exit",405,620,0,1,0,4,0
"exit",405,669,0,1,0,4,0
"exit",405,672,0,1,0,4,0
"exit",405,684,0,1,0,4,0
"exit",405,698,0,1,0,4,0
"exit",405,719,0,1,0,4,0
"exit",405,753,0,1,0,4,0
"exit",405,779,0,1,0,4,0
"exit",405,784,0,1,0,4,0
"exit",405,786,0,1,0,4,0
"exit",405,789,0,1,0,4,0
"exit",405,790,0,1,0,4,0
"exit",405,800,0,1,0,4,0
"exit",405,828,0,1,0,4,0
"exit",405,882,0,1,0,4,0
"exit",405,922,0,1,0,4,0
"exit",405,925,0,1,0,4,0
"exit",405,932,0,1,0,4,0
"exit",405,934,0,1,0,4,0
"exit",405,946,0,1,0,4,0
"exit",405,949,0,1,0,4,0
"exit",405,964,0,1,0,4,0
"exit",405,966,0,1,0,4,0
"exit",405,967,0,1,0,4,0
"exit",405,974,0,1,0,4,0
"exit",405,978,0,1,0,4,0
"exit",405,987,0,1,0,4,0
"exit",405,1010,0,1,0,4,0
"exit",405,1022,0,1,0,4,0
"exit",405,1046,0,1,0,4,0
"exit",405,1048,0,1,0,4,0
"exit",405,1050,0,1,0,4,0
"exit",405,1063,0,1,0,4,0
"exit",405,1063,0,1,0,4,0
"exit",405,1071,0,1,0,4,0
"exit",405,1076,0,1,0,4,0
"exit",405,1081,0,1,0,4,0
"exit",405,1090,0,1,0,4,0
