"event","time","node","dest","n","proportion","select","shift"
"exit",492,12,0,1,0,4,0
"exit",492,31,0,1,0,4,0
"exit",492,36,0,1,0,4,0
"exit",492,37,0,1,0,4,0
"exit",492,42,0,1,0,4,0
"exit",492,61,0,1,0,4,0
"exit",492,80,0,1,0,4,0
"exit",492,82,0,1,0,4,0
"exit",492,87,0,1,0,4,0
"exit",492,95,0,1,0,4,0
"exit",492,118,0,1,0,4,0
"exit",492,130,0,1,0,4,0
"exit",492,169,0,1,0,4,0
"exit",492,191,0,1,0,4,0
"exit",492,192,0,1,0,4,0
"exit",492,212,0,1,0,4,0
"exit",492,227,0,1,0,4,0
"exit",492,233,0,1,0,4,0
"exit",492,234,0,1,0,4,0
"exit",492,237,0,1,0,4,0
"exit",492,239,0,1,0,4,0
"exit",492,241,0,1,0,4,0
"exit",492,263,0,1,0,4,0
"exit",492,269,0,1,0,4,0
"exit",492,269,0,1,0,4,0
"exit",492,272,0,1,0,4,0
"exit",492,298,0,1,0,4,0
"exit",492,299,0,1,0,4,0
"exit",492,312,0,1,0,4,0
"exit",492,318,0,1,0,4,0
"exit",492,354,0,1,0,4,0
"exit",492,357,0,1,0,4,0
"exit",492,370,0,1,0,4,0
"exit",492,378,0,1,0,4,0
"exit",492,395,0,1,0,4,0
"exit",492,411,0,1,0,4,0
"exit",492,412,0,1,0,4,0
"exit",492,433,0,1,0,4,0
"exit",492,435,0,1,0,4,0
"exit",492,477,0,1,0,4,0
"exit",492,479,0,1,0,4,0
"exit",492,482,0,1,0,4,0
"exit",492,483,0,1,0,4,0
"exit",492,491,0,1,0,4,0
"exit",492,572,0,1,0,4,0
"exit",492,577,0,1,0,4,0
"exit",492,578,0,1,0,4,0
"exit",492,579,0,1,0,4,0
"exit",492,595,0,1,0,4,0
"exit",492,598,0,1,0,4,0
"exit",492,606,0,1,0,4,0
"exit",492,629,0,1,0,4,0
"exit",492,639,0,1,0,4,0
"exit",492,689,0,1,0,4,0
"exit",492,690,0,1,0,4,0
"exit",492,697,0,1,0,4,0
"exit",492,710,0,1,0,4,0
"exit",492,710,0,1,0,4,0
"exit",492,718,0,1,0,4,0
"exit",492,724,0,1,0,4,0
"exit",492,735,0,1,0,4,0
"exit",492,744,0,1,0,4,0
"exit",492,754,0,1,0,4,0
"exit",492,755,0,1,0,4,0
"exit",492,813,0,1,0,4,0
"exit",492,814,0,1,0,4,0
"exit",492,832,0,1,0,4,0
"exit",492,840,0,1,0,4,0
"exit",492,854,0,1,0,4,0
"exit",492,915,0,1,0,4,0
"exit",492,926,0,1,0,4,0
"exit",492,927,0,1,0,4,0
"exit",492,936,0,1,0,4,0
"exit",492,940,0,1,0,4,0
"exit",492,943,0,1,0,4,0
"exit",492,961,0,1,0,4,0
"exit",492,963,0,1,0,4,0
"exit",492,966,0,1,0,4,0
"exit",492,969,0,1,0,4,0
"exit",492,976,0,1,0,4,0
"exit",492,978,0,1,0,4,0
"exit",492,1010,0,1,0,4,0
"exit",492,1033,0,1,0,4,0
"exit",492,1042,0,1,0,4,0
"exit",492,1053,0,1,0,4,0
"exit",492,1057,0,1,0,4,0
"exit",492,1060,0,1,0,4,0
"exit",492,1081,0,1,0,4,0
"exit",492,1082,0,1,0,4,0
"exit",492,1092,0,1,0,4,0
"exit",492,1102,0,1,0,4,0
"exit",492,1104,0,1,0,4,0
"exit",492,1140,0,1,0,4,0
"exit",492,1141,0,1,0,4,0
"exit",492,1160,0,1,0,4,0
"exit",492,1160,0,1,0,4,0
"exit",492,1167,0,1,0,4,0
"exit",492,1192,0,1,0,4,0
"exit",492,1216,0,1,0,4,0
"exit",492,1220,0,1,0,4,0
"exit",492,1220,0,1,0,4,0
"exit",492,1225,0,1,0,4,0
"exit",492,1228,0,1,0,4,0
"exit",492,1242,0,1,0,4,0
"exit",492,1283,0,1,0,4,0
"exit",492,1289,0,1,0,4,0
"exit",492,1294,0,1,0,4,0
"exit",492,1302,0,1,0,4,0
"exit",492,1317,0,1,0,4,0
"exit",492,1318,0,1,0,4,0
"exit",492,1318,0,1,0,4,0
"exit",492,1322,0,1,0,4,0
"exit",492,1324,0,1,0,4,0
"exit",492,1335,0,1,0,4,0
"exit",492,1336,0,1,0,4,0
"exit",492,1339,0,1,0,4,0
"exit",492,1394,0,1,0,4,0
"exit",492,1403,0,1,0,4,0
"exit",492,1409,0,1,0,4,0
"exit",492,1416,0,1,0,4,0
"exit",492,1426,0,1,0,4,0
"exit",492,1445,0,1,0,4,0
"exit",492,1484,0,1,0,4,0
"exit",492,1491,0,1,0,4,0
"exit",492,1494,0,1,0,4,0
"exit",492,1498,0,1,0,4,0
"exit",492,1511,0,1,0,4,0
"exit",492,1525,0,1,0,4,0
"exit",492,1552,0,1,0,4,0
"exit",492,1563,0,1,0,4,0
"exit",492,1571,0,1,0,4,0
"exit",492,1577,0,1,0,4,0
"exit",492,1587,0,1,0,4,0
"enter",492,44,0,1,0,1,0
"enter",492,65,0,1,0,1,0
"enter",492,86,0,1,0,1,0
"enter",492,89,0,1,0,1,0
"enter",492,90,0,1,0,1,0
"enter",492,90,0,1,0,1,0
"enter",492,106,0,1,0,1,0
"enter",492,107,0,1,0,1,0
"enter",492,130,0,1,0,1,0
"enter",492,144,0,1,0,1,0
"enter",492,148,0,1,0,1,0
"enter",492,156,0,1,0,1,0
"enter",492,167,0,1,0,1,0
"enter",492,185,0,1,0,1,0
"enter",492,189,0,1,0,1,0
"enter",492,191,0,1,0,1,0
"enter",492,195,0,1,0,1,0
"enter",492,215,0,1,0,1,0
"enter",492,215,0,1,0,1,0
"enter",492,223,0,1,0,1,0
"enter",492,225,0,1,0,1,0
"enter",492,258,0,1,0,1,0
"enter",492,272,0,1,0,1,0
"enter",492,281,0,1,0,1,0
"enter",492,288,0,1,0,1,0
"enter",492,315,0,1,0,1,0
"enter",492,332,0,1,0,1,0
"enter",492,332,0,1,0,1,0
"enter",492,345,0,1,0,1,0
"enter",492,351,0,1,0,1,0
"enter",492,375,0,1,0,1,0
"enter",492,382,0,1,0,1,0
"enter",492,388,0,1,0,1,0
"enter",492,397,0,1,0,1,0
"enter",492,405,0,1,0,1,0
"enter",492,415,0,1,0,1,0
"enter",492,424,0,1,0,1,0
"enter",492,435,0,1,0,1,0
"enter",492,449,0,1,0,1,0
"enter",492,461,0,1,0,1,0
"enter",492,474,0,1,0,1,0
"enter",492,483,0,1,0,1,0
"enter",492,489,0,1,0,1,0
"enter",492,491,0,1,0,1,0
"enter",492,510,0,1,0,1,0
"enter",492,511,0,1,0,1,0
"enter",492,519,0,1,0,1,0
"enter",492,556,0,1,0,1,0
"enter",492,560,0,1,0,1,0
"enter",492,561,0,1,0,1,0
"enter",492,587,0,1,0,1,0
"enter",492,607,0,1,0,1,0
"enter",492,607,0,1,0,1,0
"enter",492,617,0,1,0,1,0
"enter",492,621,0,1,0,1,0
"enter",492,622,0,1,0,1,0
"enter",492,628,0,1,0,1,0
"enter",492,656,0,1,0,1,0
"enter",492,657,0,1,0,1,0
"enter",492,658,0,1,0,1,0
"enter",492,665,0,1,0,1,0
"enter",492,680,0,1,0,1,0
"enter",492,685,0,1,0,1,0
"enter",492,691,0,1,0,1,0
"enter",492,705,0,1,0,1,0
"enter",492,723,0,1,0,1,0
"enter",492,727,0,1,0,1,0
"enter",492,734,0,1,0,1,0
"enter",492,747,0,1,0,1,0
"enter",492,751,0,1,0,1,0
"enter",492,752,0,1,0,1,0
"enter",492,776,0,1,0,1,0
"enter",492,783,0,1,0,1,0
"enter",492,800,0,1,0,1,0
"enter",492,801,0,1,0,1,0
"enter",492,812,0,1,0,1,0
"enter",492,815,0,1,0,1,0
"enter",492,826,0,1,0,1,0
"enter",492,832,0,1,0,1,0
"enter",492,839,0,1,0,1,0
"enter",492,845,0,1,0,1,0
"enter",492,879,0,1,0,1,0
"enter",492,883,0,1,0,1,0
"enter",492,886,0,1,0,1,0
"enter",492,906,0,1,0,1,0
"enter",492,916,0,1,0,1,0
"enter",492,935,0,1,0,1,0
"enter",492,954,0,1,0,1,0
"enter",492,964,0,1,0,1,0
"enter",492,965,0,1,0,1,0
"enter",492,993,0,1,0,1,0
"enter",492,1021,0,1,0,1,0
"enter",492,1035,0,1,0,1,0
"enter",492,1063,0,1,0,1,0
"enter",492,1066,0,1,0,1,0
"enter",492,1070,0,1,0,1,0
"enter",492,1078,0,1,0,1,0
"enter",492,1084,0,1,0,1,0
"enter",492,1088,0,1,0,1,0
"enter",492,1096,0,1,0,1,0
"enter",492,1098,0,1,0,1,0
"enter",492,1099,0,1,0,1,0
"enter",492,1101,0,1,0,1,0
"enter",492,1134,0,1,0,1,0
"enter",492,1140,0,1,0,1,0
"enter",492,1152,0,1,0,1,0
"enter",492,1153,0,1,0,1,0
"enter",492,1154,0,1,0,1,0
"enter",492,1181,0,1,0,1,0
"enter",492,1187,0,1,0,1,0
"enter",492,1190,0,1,0,1,0
"enter",492,1221,0,1,0,1,0
"enter",492,1231,0,1,0,1,0
"enter",492,1286,0,1,0,1,0
"enter",492,1300,0,1,0,1,0
"enter",492,1304,0,1,0,1,0
"enter",492,1317,0,1,0,1,0
"enter",492,1317,0,1,0,1,0
"enter",492,1337,0,1,0,1,0
"enter",492,1344,0,1,0,1,0
"enter",492,1348,0,1,0,1,0
"enter",492,1359,0,1,0,1,0
"enter",492,1396,0,1,0,1,0
"enter",492,1419,0,1,0,1,0
"enter",492,1420,0,1,0,1,0
"enter",492,1426,0,1,0,1,0
"enter",492,1428,0,1,0,1,0
"enter",492,1435,0,1,0,1,0
"enter",492,1435,0,1,0,1,0
"enter",492,1450,0,1,0,1,0
"enter",492,1477,0,1,0,1,0
"enter",492,1482,0,1,0,1,0
"enter",492,1493,0,1,0,1,0
"enter",492,1535,0,1,0,1,0
"enter",492,1556,0,1,0,1,0
"enter",492,1570,0,1,0,1,0
"enter",492,1577,0,1,0,1,0
"enter",492,1579,0,1,0,1,0
"enter",492,1595,0,1,0,1,0
"extTrans",492,9,946,1,0,4,0
"extTrans",492,60,910,1,0,4,0
"extTrans",492,90,822,1,0,4,0
"extTrans",492,101,505,1,0,4,0
"extTrans",492,124,936,1,0,4,0
"extTrans",492,195,1184,1,0,4,0
"extTrans",492,202,1040,1,0,4,0
"extTrans",492,237,1551,1,0,4,0
"extTrans",492,248,76,1,0,4,0
"extTrans",492,294,664,1,0,4,0
"extTrans",492,317,245,1,0,4,0
"extTrans",492,328,754,1,0,4,0
"extTrans",492,341,725,1,0,4,0
"extTrans",492,353,620,1,0,4,0
"extTrans",492,357,342,1,0,4,0
"extTrans",492,381,1225,1,0,4,0
"extTrans",492,391,1064,1,0,4,0
"extTrans",492,401,69,1,0,4,0
"extTrans",492,409,587,1,0,4,0
"extTrans",492,430,994,1,0,4,0
"extTrans",492,469,477,1,0,4,0
"extTrans",492,493,989,1,0,4,0
"extTrans",492,497,1440,1,0,4,0
"extTrans",492,513,957,1,0,4,0
"extTrans",492,517,1044,1,0,4,0
"extTrans",492,537,88,1,0,4,0
"extTrans",492,541,1264,1,0,4,0
"extTrans",492,561,507,1,0,4,0
"extTrans",492,567,760,1,0,4,0
"extTrans",492,579,1409,1,0,4,0
"extTrans",492,620,931,1,0,4,0
"extTrans",492,652,1305,1,0,4,0
"extTrans",492,670,704,1,0,4,0
"extTrans",492,708,884,1,0,4,0
"extTrans",492,734,146,1,0,4,0
"extTrans",492,758,69,1,0,4,0
"extTrans",492,789,143,1,0,4,0
"extTrans",492,817,172,1,0,4,0
"extTrans",492,853,112,1,0,4,0
"extTrans",492,936,1566,1,0,4,0
"extTrans",492,958,686,1,0,4,0
"extTrans",492,965,571,1,0,4,0
"extTrans",492,968,1241,1,0,4,0
"extTrans",492,975,329,1,0,4,0
"extTrans",492,989,589,1,0,4,0
