"event","time","node","dest","n","proportion","select","shift"
"exit",713,32,0,1,0,4,0
"exit",713,39,0,1,0,4,0
"exit",713,58,0,1,0,4,0
"exit",713,71,0,1,0,4,0
"exit",713,83,0,1,0,4,0
"exit",713,89,0,1,0,4,0
"exit",713,96,0,1,0,4,0
"exit",713,103,0,1,0,4,0
"exit",713,119,0,1,0,4,0
"exit",713,119,0,1,0,4,0
"exit",713,129,0,1,0,4,0
"exit",713,132,0,1,0,4,0
"exit",713,136,0,1,0,4,0
"exit",713,146,0,1,0,4,0
"exit",713,152,0,1,0,4,0
"exit",713,155,0,1,0,4,0
"exit",713,174,0,1,0,4,0
"exit",713,213,0,1,0,4,0
"exit",713,215,0,1,0,4,0
"exit",713,226,0,1,0,4,0
"exit",713,237,0,1,0,4,0
"exit",713,244,0,1,0,4,0
"exit",713,246,0,1,0,4,0
"exit",713,248,0,1,0,4,0
"exit",713,249,0,1,0,4,0
"exit",713,259,0,1,0,4,0
"exit",713,261,0,1,0,4,0
"exit",713,267,0,1,0,4,0
"exit",713,270,0,1,0,4,0
"exit",713,328,0,1,0,4,0
"exit",713,360,0,1,0,4,0
"exit",713,360,0,1,0,4,0
"exit",713,363,0,1,0,4,0
"exit",713,364,0,1,0,4,0
"exit",713,365,0,1,0,4,0
"exit",713,367,0,1,0,4,0
"exit",713,367,0,1,0,4,0
"exit",713,371,0,1,0,4,0
"exit",713,400,0,1,0,4,0
"exit",713,405,0,1,0,4,0
"exit",713,406,0,1,0,4,0
"exit",713,416,0,1,0,4,0
"exit",713,423,0,1,0,4,0
"exit",713,440,0,1,0,4,0
"exit",713,445,0,1,0,4,0
"exit",713,456,0,1,0,4,0
"exit",713,458,0,1,0,4,0
"exit",713,482,0,1,0,4,0
"exit",713,502,0,1,0,4,0
"exit",713,504,0,1,0,4,0
"exit",713,510,0,1,0,4,0
"exit",713,543,0,1,0,4,0
"exit",713,552,0,1,0,4,0
"exit",713,561,0,1,0,4,0
"exit",713,567,0,1,0,4,0
"exit",713,606,0,1,0,4,0
"exit",713,614,0,1,0,4,0
"exit",713,616,0,1,0,4,0
"exit",713,619,0,1,0,4,0
"exit",713,635,0,1,0,4,0
"exit",713,643,0,1,0,4,0
"exit",713,658,0,1,0,4,0
"exit",713,665,0,1,0,4,0
"exit",713,674,0,1,0,4,0
"exit",713,700,0,1,0,4,0
"exit",713,706,0,1,0,4,0
"exit",713,710,0,1,0,4,0
"exit",713,712,0,1,0,4,0
"exit",713,728,0,1,0,4,0
"exit",713,734,0,1,0,4,0
"exit",713,741,0,1,0,4,0
"exit",713,745,0,1,0,4,0
"exit",713,769,0,1,0,4,0
"exit",713,770,0,1,0,4,0
"exit",713,780,0,1,0,4,0
"exit",713,783,0,1,0,4,0
"exit",713,786,0,1,0,4,0
"exit",713,796,0,1,0,4,0
"exit",713,805,0,1,0,4,0
"exit",713,839,0,1,0,4,0
"exit",713,895,0,1,0,4,0
"exit",713,899,0,1,0,4,0
"exit",713,903,0,1,0,4,0
"exit",713,904,0,1,0,4,0
"exit",713,911,0,1,0,4,0
"exit",713,918,0,1,0,4,0
"exit",713,931,0,1,0,4,0
"exit",713,937,0,1,0,4,0
"exit",713,950,0,1,0,4,0
"exit",713,955,0,1,0,4,0
"exit",713,958,0,1,0,4,0
"exit",713,973,0,1,0,4,0
"exit",713,987,0,1,0,4,0
"exit",713,1019,0,1,0,4,0
"exit",713,1021,0,1,0,4,0
"exit",713,1039,0,1,0,4,0
"exit",713,1047,0,1,0,4,0
"exit",713,1051,0,1,0,4,0
"exit",713,1057,0,1,0,4,0
"exit",713,1059,0,1,0,4,0
"exit",713,1069,0,1,0,4,0
"exit",713,1070,0,1,0,4,0
"exit",713,1081,0,1,0,4,0
"exit",713,1105,0,1,0,4,0
"exit",713,1117,0,1,0,4,0
"exit",713,1129,0,1,0,4,0
"exit",713,1136,0,1,0,4,0
"exit",713,1141,0,1,0,4,0
"exit",713,1144,0,1,0,4,0
"exit",713,1166,0,1,0,4,0
"exit",713,1170,0,1,0,4,0
"exit",713,1180,0,1,0,4,0
"exit",713,1184,0,1,0,4,0
"exit",713,1185,0,1,0,4,0
"exit",713,1193,0,1,0,4,0
"exit",713,1196,0,1,0,4,0
"exit",713,1202,0,1,0,4,0
"exit",713,1226,0,1,0,4,0
"exit",713,1266,0,1,0,4,0
"exit",713,1304,0,1,0,4,0
"exit",713,1323,0,1,0,4,0
"exit",713,1343,0,1,0,4,0
"exit",713,1348,0,1,0,4,0
"exit",713,1393,0,1,0,4,0
"exit",713,1394,0,1,0,4,0
"exit",713,1397,0,1,0,4,0
"exit",713,1405,0,1,0,4,0
"exit",713,1406,0,1,0,4,0
"exit",713,1431,0,1,0,4,0
"exit",713,1433,0,1,0,4,0
"exit",713,1436,0,1,0,4,0
"exit",713,1474,0,1,0,4,0
"exit",713,1475,0,1,0,4,0
"exit",713,1482,0,1,0,4,0
"exit",713,1487,0,1,0,4,0
"exit",713,1514,0,1,0,4,0
"exit",713,1536,0,1,0,4,0
"exit",713,1541,0,1,0,4,0
"exit",713,1547,0,1,0,4,0
"exit",713,1559,0,1,0,4,0
"enter",713,2,0,1,0,1,0
"enter",713,24,0,1,0,1,0
"enter",713,50,0,1,0,1,0
"enter",713,52,0,1,0,1,0
"enter",713,68,0,1,0,1,0
"enter",713,71,0,1,0,1,0
"enter",713,77,0,1,0,1,0
"enter",713,80,0,1,0,1,0
"enter",713,96,0,1,0,1,0
"enter",713,98,0,1,0,1,0
"enter",713,101,0,1,0,1,0
"enter",713,102,0,1,0,1,0
"enter",713,123,0,1,0,1,0
"enter",713,151,0,1,0,1,0
"enter",713,162,0,1,0,1,0
"enter",713,167,0,1,0,1,0
"enter",713,252,0,1,0,1,0
"enter",713,272,0,1,0,1,0
"enter",713,281,0,1,0,1,0
"enter",713,282,0,1,0,1,0
"enter",713,288,0,1,0,1,0
"enter",713,298,0,1,0,1,0
"enter",713,299,0,1,0,1,0
"enter",713,309,0,1,0,1,0
"enter",713,314,0,1,0,1,0
"enter",713,318,0,1,0,1,0
"enter",713,361,0,1,0,1,0
"enter",713,381,0,1,0,1,0
"enter",713,409,0,1,0,1,0
"enter",713,417,0,1,0,1,0
"enter",713,435,0,1,0,1,0
"enter",713,437,0,1,0,1,0
"enter",713,454,0,1,0,1,0
"enter",713,457,0,1,0,1,0
"enter",713,459,0,1,0,1,0
"enter",713,491,0,1,0,1,0
"enter",713,500,0,1,0,1,0
"enter",713,537,0,1,0,1,0
"enter",713,542,0,1,0,1,0
"enter",713,554,0,1,0,1,0
"enter",713,597,0,1,0,1,0
"enter",713,605,0,1,0,1,0
"enter",713,650,0,1,0,1,0
"enter",713,653,0,1,0,1,0
"enter",713,659,0,1,0,1,0
"enter",713,664,0,1,0,1,0
"enter",713,666,0,1,0,1,0
"enter",713,682,0,1,0,1,0
"enter",713,716,0,1,0,1,0
"enter",713,732,0,1,0,1,0
"enter",713,750,0,1,0,1,0
"enter",713,759,0,1,0,1,0
"enter",713,777,0,1,0,1,0
"enter",713,788,0,1,0,1,0
"enter",713,796,0,1,0,1,0
"enter",713,816,0,1,0,1,0
"enter",713,834,0,1,0,1,0
"enter",713,843,0,1,0,1,0
"enter",713,866,0,1,0,1,0
"enter",713,886,0,1,0,1,0
"enter",713,896,0,1,0,1,0
"enter",713,896,0,1,0,1,0
"enter",713,909,0,1,0,1,0
"enter",713,977,0,1,0,1,0
"enter",713,995,0,1,0,1,0
"enter",713,996,0,1,0,1,0
