"event","time","node","dest","n","proportion","select","shift"
"exit",774,10,0,1,0,4,0
"exit",774,12,0,1,0,4,0
"exit",774,15,0,1,0,4,0
"exit",774,19,0,1,0,4,0
"exit",774,40,0,1,0,4,0
"exit",774,40,0,1,0,4,0
"exit",774,48,0,1,0,4,0
"exit",774,57,0,1,0,4,0
"exit",774,76,0,1,0,4,0
"exit",774,113,0,1,0,4,0
"exit",774,126,0,1,0,4,0
"exit",774,140,0,1,0,4,0
"exit",774,144,0,1,0,4,0
"exit",774,185,0,1,0,4,0
"exit",774,228,0,1,0,4,0
"exit",774,240,0,1,0,4,0
"exit",774,246,0,1,0,4,0
"exit",774,255,0,1,0,4,0
"exit",774,255,0,1,0,4,0
"exit",774,266,0,1,0,4,0
"exit",774,270,0,1,0,4,0
"exit",774,299,0,1,0,4,0
"exit",774,303,0,1,0,4,0
"exit",774,332,0,1,0,4,0
"exit",774,336,0,1,0,4,0
"exit",774,337,0,1,0,4,0
"exit",774,374,0,1,0,4,0
"exit",774,378,0,1,0,4,0
"exit",774,410,0,1,0,4,0
"exit",774,478,0,1,0,4,0
"exit",774,489,0,1,0,4,0
"exit",774,492,0,1,0,4,0
"exit",774,499,0,1,0,4,0
"exit",774,505,0,1,0,4,0
"exit",774,506,0,1,0,4,0
"exit",774,555,0,1,0,4,0
"exit",774,579,0,1,0,4,0
"exit",774,604,0,1,0,4,0
"exit",774,604,0,1,0,4,0
"exit",774,614,0,1,0,4,0
"exit",774,618,0,1,0,4,0
"exit",774,623,0,1,0,4,0
"exit",774,632,0,1,0,4,0
"exit",774,698,0,1,0,4,0
"exit",774,712,0,1,0,4,0
"exit",774,734,0,1,0,4,0
"exit",774,738,0,1,0,4,0
"exit",774,775,0,1,0,4,0
"exit",774,777,0,1,0,4,0
"exit",774,777,0,1,0,4,0
"exit",774,785,0,1,0,4,0
"exit",774,872,0,1,0,4,0
"exit",774,907,0,1,0,4,0
"exit",774,922,0,1,0,4,0
"exit",774,926,0,1,0,4,0
"exit",774,932,0,1,0,4,0
"exit",774,943,0,1,0,4,0
"exit",774,957,0,1,0,4,0
"exit",774,962,0,1,0,4,0
"exit",774,965,0,1,0,4,0
"exit",774,968,0,1,0,4,0
"exit",774,969,0,1,0,4,0
