"event","time","node","dest","n","proportion","select","shift"
"exit",86,4,0,1,0,4,0
"exit",86,8,0,1,0,4,0
"exit",86,15,0,1,0,4,0
"exit",86,22,0,1,0,4,0
"exit",86,22,0,1,0,4,0
"exit",86,39,0,1,0,4,0
"exit",86,73,0,1,0,4,0
"exit",86,78,0,1,0,4,0
"exit",86,80,0,1,0,4,0
"exit",86,99,0,1,0,4,0
"exit",86,111,0,1,0,4,0
"exit",86,118,0,1,0,4,0
"exit",86,134,0,1,0,4,0
"exit",86,140,0,1,0,4,0
"exit",86,147,0,1,0,4,0
"exit",86,157,0,1,0,4,0
"exit",86,164,0,1,0,4,0
"exit",86,181,0,1,0,4,0
"exit",86,195,0,1,0,4,0
"exit",86,208,0,1,0,4,0
"exit",86,244,0,1,0,4,0
"exit",86,267,0,1,0,4,0
"exit",86,278,0,1,0,4,0
"exit",86,284,0,1,0,4,0
"exit",86,300,0,1,0,4,0
"exit",86,309,0,1,0,4,0
"exit",86,309,0,1,0,4,0
"exit",86,316,0,1,0,4,0
"exit",86,319,0,1,0,4,0
"exit",86,324,0,1,0,4,0
"exit",86,330,0,1,0,4,0
"exit",86,335,0,1,0,4,0
"exit",86,359,0,1,0,4,0
"exit",86,382,0,1,0,4,0
"exit",86,399,0,1,0,4,0
"exit",86,437,0,1,0,4,0
"exit",86,452,0,1,0,4,0
"exit",86,453,0,1,0,4,0
"exit",86,464,0,1,0,4,0
"exit",86,470,0,1,0,4,0
"exit",86,471,0,1,0,4,0
"exit",86,482,0,1,0,4,0
"exit",86,488,0,1,0,4,0
"exit",86,489,0,1,0,4,0
"exit",86,506,0,1,0,4,0
"exit",86,539,0,1,0,4,0
"exit",86,555,0,1,0,4,0
"exit",86,557,0,1,0,4,0
"exit",86,570,0,1,0,4,0
"exit",86,576,0,1,0,4,0
"exit",86,589,0,1,0,4,0
"exit",86,621,0,1,0,4,0
"exit",86,626,0,1,0,4,0
"exit",86,630,0,1,0,4,0
"exit",86,633,0,1,0,4,0
"exit",86,647,0,1,0,4,0
"exit",86,650,0,1,0,4,0
"exit",86,679,0,1,0,4,0
"exit",86,694,0,1,0,4,0
"exit",86,695,0,1,0,4,0
"exit",86,712,0,1,0,4,0
"exit",86,715,0,1,0,4,0
"exit",86,725,0,1,0,4,0
"exit",86,736,0,1,0,4,0
"exit",86,740,0,1,0,4,0
"exit",86,770,0,1,0,4,0
"exit",86,784,0,1,0,4,0
"exit",86,786,0,1,0,4,0
"exit",86,786,0,1,0,4,0
"exit",86,788,0,1,0,4,0
"exit",86,791,0,1,0,4,0
"exit",86,792,0,1,0,4,0
"exit",86,794,0,1,0,4,0
"exit",86,832,0,1,0,4,0
"exit",86,841,0,1,0,4,0
"exit",86,859,0,1,0,4,0
"exit",86,887,0,1,0,4,0
"exit",86,887,0,1,0,4,0
"exit",86,900,0,1,0,4,0
"exit",86,921,0,1,0,4,0
"exit",86,935,0,1,0,4,0
"exit",86,937,0,1,0,4,0
"exit",86,966,0,1,0,4,0
"exit",86,974,0,1,0,4,0
"exit",86,1014,0,1,0,4,0
"exit",86,1014,0,1,0,4,0
"exit",86,1026,0,1,0,4,0
"exit",86,1041,0,1,0,4,0
"exit",86,1044,0,1,0,4,0
"exit",86,1045,0,1,0,4,0
"exit",86,1061,0,1,0,4,0
"exit",86,1062,0,1,0,4,0
"exit",86,1073,0,1,0,4,0
"exit",86,1100,0,1,0,4,0
"exit",86,1120,0,1,0,4,0
"exit",86,1152,0,1,0,4,0
"exit",86,1191,0,1,0,4,0
"exit",86,1196,0,1,0,4,0
"exit",86,1196,0,1,0,4,0
"exit",86,1199,0,1,0,4,0
"exit",86,1216,0,1,0,4,0
"exit",86,1231,0,1,0,4,0
"exit",86,1236,0,1,0,4,0
"exit",86,1236,0,1,0,4,0
"exit",86,1238,0,1,0,4,0
"exit",86,1246,0,1,0,4,0
"exit",86,1252,0,1,0,4,0
"exit",86,1260,0,1,0,4,0
"exit",86,1265,0,1,0,4,0
"exit",86,1288,0,1,0,4,0
"exit",86,1303,0,1,0,4,0
"exit",86,1314,0,1,0,4,0
"exit",86,1332,0,1,0,4,0
"exit",86,1337,0,1,0,4,0
"exit",86,1338,0,1,0,4,0
"exit",86,1340,0,1,0,4,0
"exit",86,1345,0,1,0,4,0
"exit",86,1358,0,1,0,4,0
"exit",86,1358,0,1,0,4,0
"exit",86,1361,0,1,0,4,0
"exit",86,1395,0,1,0,4,0
"exit",86,1396,0,1,0,4,0
"exit",86,1405,0,1,0,4,0
"exit",86,1413,0,1,0,4,0
"exit",86,1416,0,1,0,4,0
"exit",86,1425,0,1,0,4,0
"exit",86,1445,0,1,0,4,0
"exit",86,1448,0,1,0,4,0
"exit",86,1452,0,1,0,4,0
"exit",86,1468,0,1,0,4,0
"exit",86,1486,0,1,0,4,0
"exit",86,1490,0,1,0,4,0
"exit",86,1509,0,1,0,4,0
"exit",86,1543,0,1,0,4,0
"exit",86,1562,0,1,0,4,0
"exit",86,1594,0,1,0,4,0
"exit",86,1599,0,1,0,4,0
"enter",86,2,0,1,0,1,0
"enter",86,2,0,1,0,1,0
"enter",86,17,0,1,0,1,0
"enter",86,17,0,1,0,1,0
"enter",86,38,0,1,0,1,0
"enter",86,47,0,1,0,1,0
"enter",86,56,0,1,0,1,0
"enter",86,61,0,1,0,1,0
"enter",86,63,0,1,0,1,0
"enter",86,70,0,1,0,1,0
"enter",86,73,0,1,0,1,0
"enter",86,79,0,1,0,1,0
"enter",86,83,0,1,0,1,0
"enter",86,86,0,1,0,1,0
"enter",86,93,0,1,0,1,0
"enter",86,99,0,1,0,1,0
"enter",86,101,0,1,0,1,0
"enter",86,107,0,1,0,1,0
"enter",86,114,0,1,0,1,0
"enter",86,130,0,1,0,1,0
"enter",86,135,0,1,0,1,0
"enter",86,141,0,1,0,1,0
"enter",86,147,0,1,0,1,0
"enter",86,156,0,1,0,1,0
"enter",86,169,0,1,0,1,0
"enter",86,170,0,1,0,1,0
"enter",86,180,0,1,0,1,0
"enter",86,192,0,1,0,1,0
"enter",86,193,0,1,0,1,0
"enter",86,221,0,1,0,1,0
"enter",86,221,0,1,0,1,0
"enter",86,223,0,1,0,1,0
"enter",86,232,0,1,0,1,0
"enter",86,254,0,1,0,1,0
"enter",86,262,0,1,0,1,0
"enter",86,264,0,1,0,1,0
"enter",86,265,0,1,0,1,0
"enter",86,265,0,1,0,1,0
"enter",86,269,0,1,0,1,0
"enter",86,270,0,1,0,1,0
"enter",86,274,0,1,0,1,0
"enter",86,285,0,1,0,1,0
"enter",86,287,0,1,0,1,0
