"event","time","node","dest","n","proportion","select","shift"
"exit",59,27,0,1,0,4,0
"exit",59,33,0,1,0,4,0
"exit",59,44,0,1,0,4,0
"exit",59,60,0,1,0,4,0
"exit",59,81,0,1,0,4,0
"exit",59,85,0,1,0,4,0
"exit",59,86,0,1,0,4,0
"exit",59,87,0,1,0,4,0
"exit",59,104,0,1,0,4,0
"exit",59,113,0,1,0,4,0
"exit",59,115,0,1,0,4,0
"exit",59,116,0,1,0,4,0
"exit",59,126,0,1,0,4,0
"exit",59,149,0,1,0,4,0
"exit",59,164,0,1,0,4,0
"exit",59,171,0,1,0,4,0
"exit",59,171,0,1,0,4,0
"exit",59,172,0,1,0,4,0
"exit",59,201,0,1,0,4,0
"exit",59,203,0,1,0,4,0
"exit",59,204,0,1,0,4,0
"exit",59,204,0,1,0,4,0
"exit",59,207,0,1,0,4,0
"exit",59,228,0,1,0,4,0
"exit",59,239,0,1,0,4,0
"exit",59,240,0,1,0,4,0
"exit",59,246,0,1,0,4,0
"exit",59,253,0,1,0,4,0
"exit",59,276,0,1,0,4,0
"exit",59,281,0,1,0,4,0
"exit",59,285,0,1,0,4,0
"exit",59,298,0,1,0,4,0
"exit",59,334,0,1,0,4,0
"exit",59,344,0,1,0,4,0
"exit",59,364,0,1,0,4,0
"exit",59,371,0,1,0,4,0
"exit",59,396,0,1,0,4,0
"exit",59,403,0,1,0,4,0
"exit",59,412,0,1,0,4,0
"exit",59,415,0,1,0,4,0
"exit",59,450,0,1,0,4,0
"exit",59,450,0,1,0,4,0
"exit",59,457,0,1,0,4,0
"exit",59,464,0,1,0,4,0
"exit",59,468,0,1,0,4,0
"exit",59,499,0,1,0,4,0
"exit",59,502,0,1,0,4,0
"exit",59,505,0,1,0,4,0
"exit",59,536,0,1,0,4,0
"exit",59,550,0,1,0,4,0
"exit",59,550,0,1,0,4,0
"exit",59,569,0,1,0,4,0
"exit",59,591,0,1,0,4,0
"exit",59,593,0,1,0,4,0
"exit",59,605,0,1,0,4,0
"exit",59,615,0,1,0,4,0
"exit",59,629,0,1,0,4,0
"exit",59,629,0,1,0,4,0
"exit",59,634,0,1,0,4,0
"exit",59,663,0,1,0,4,0
"exit",59,663,0,1,0,4,0
"exit",59,665,0,1,0,4,0
"exit",59,674,0,1,0,4,0
"exit",59,694,0,1,0,4,0
"exit",59,696,0,1,0,4,0
"exit",59,698,0,1,0,4,0
"exit",59,709,0,1,0,4,0
"exit",59,721,0,1,0,4,0
